true_label,original_sent,text_output
2,Participants agreed that the labor market had remained strong over the intermeeting period and that economic activity had risen at a moderate rate.,"NEUTRAL

The sentence is providing an assessment of the current economic situation, specifically the labor market and economic activity, without indicating a clear direction towards either tightening or easing of monetary policy."
0,"You know, stimulating aggregate demand is one thing, but where there’s a part of the economy that kind of will be resistant to that, you also need fiscal policy.","DOVISH

The sentence suggests a need for stimulating aggregate demand, which is typically associated with easing monetary policy. It also mentions the need for fiscal policy, which can be a dovish stance as it implies a need for government intervention to stimulate the economy."
0,Much of this performance was fueled by an investment boom that also contributed importantly to rapid growth in labor productivity.,"NEUTRAL

The sentence is discussing past economic performance and factors contributing to it, such as an investment boom and growth in labor productivity, without indicating a stance towards monetary policy tightening or easing."
2,"With about $250 billion of these inflation-protected securities now outstanding, we can get readings along the entire maturity structure of real interest rates.","NEUTRAL

The sentence is providing factual information about the amount of inflation-protected securities and how it allows for readings of real interest rates, without indicating a stance towards either tightening or easing of monetary policy."
2,"A few participants judged that while the labor market was close to full employment, some margins of slack remained; these participants pointed to the employment-to-population ratio or the labor force participation rate for prime-age workers, which remained below pre-recession levels, as well as the absence to date of clear signs of a pickup in aggregate wage growth.","DOVISH

The sentence suggests that there is still room for improvement in the labor market, indicating a potential need for continued monetary policy support, which is a dovish stance."
0,"Very low inflation and deflation pose qualitatively similar economic problems, though the magnitude of the associated costs can be expected to increase sharply as deflationary pressures intensify.","DOVISH

The sentence indicates concerns about low inflation and deflation, which are economic conditions that typically lead to a loosening of monetary policy to stimulate economic activity, hence it's dovish."
2,maintaining low and stable inflation.,"DOVISH
This sentence suggests an easing of monetary policy, as maintaining low and stable inflation often involves measures such as lowering interest rates."
2,"There are, however, some problems with this story as the principal explanation for the favorable inflation performance.","NEUTRAL
The sentence does not provide any clear indication or stance towards either tightening or easing of the monetary policy, hence it is classified as 'NEUTRAL'."
2,"Even so, most members viewed a slowing to a rate closer to most estimates of the growth of the economy's potential as a reasonable expectation.","NEUTRAL

The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy, but rather discusses members' views on the expected rate of economic growth."
1,"Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply the need for special vigilance.","HAWKISH
The sentence is classified as 'HAWKISH' because it discusses the need for special vigilance, which could imply a potential tightening of monetary policy in the future."
0,"So we want to see that healthy process unfold as we decide what the true state of the economy is, and we think it will evolve in a way that will mean lower inflation.","DOVISH

The sentence suggests a desire for a healthy economic process that will lead to lower inflation, which implies a potential easing of monetary policy to achieve this."
2,An easing of supply constraints was expected to support continued gains in economic activity and employment as well as a reduction in inflation.,"DOVISH

The sentence suggests an easing of monetary policy, as it mentions an ""easing of supply constraints"" which is expected to support economic activity and employment, and reduce inflation. This indicates a more accommodative stance, hence it's dovish."
2,"The slower growth of M2 followed strong expansion in August and September, however, and growth since midyear was at about the same pace as in the first half of the year.","NEUTRAL

The sentence is discussing the pace of growth in M2 (a measure of money supply), comparing it to previous periods, but it does not indicate a clear direction towards either tightening or easing of monetary policy."
1,Inflation targeting was also associated with increased communication and transparency designed to clarify the central bank's policy intentions.,"NEUTRAL

The sentence is discussing the communication and transparency aspects of inflation targeting, without indicating a preference for either tightening or easing of monetary policy."
0,"Deflation, like inflation, would distort resource allocation and interfere with the economy's ability to reach its full potential.","NEUTRAL

The sentence is discussing potential impacts of deflation on the economy, but it does not indicate a stance towards either tightening or easing of monetary policy."
2,"Broad equity prices rose, adding to their substantial gains since the middle of 2010.","NEUTRAL

The sentence is merely stating a fact about the rise in broad equity prices since 2010, without indicating any stance towards monetary policy tightening or easing."
2,"Retail energy prices were likely to retrace at least a portion of the post-hurricane increase, and consumer confidence should rebound.","NEUTRAL

The sentence is discussing the potential future state of retail energy prices and consumer confidence, but it does not indicate a clear stance towards either tightening or easing of monetary policy."
2,"If the FOMC were to tie mechanically our actions to market prices, then we would be placed in the sorry position of validating whatever whim that currently struck investors' fancy.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy, but rather discusses a hypothetical scenario about the FOMC's actions being tied to market prices."
0,We want to see lower unemployment.,"DOVISH

The sentence indicates a desire for lower unemployment, which typically corresponds to easing of monetary policy to stimulate job growth."
2,Presumably even normal amortized equity that did not come from higher home prices was extracted in this manner.,"NEUTRAL

The sentence is discussing a specific aspect of equity extraction, but it does not indicate a stance towards either tightening or easing of monetary policy."
