true_label,original_sent,text_output
2,Setting the horizon on the interest rate caps to reinforce forward guidance on the policy rate would augment the credibility of the yield curve caps and thereby diminish concerns about an open-ended balance sheet commitment.,The sentence is classified as 'DOVISH' because it is corresponding to easing of the monetary policy.
0,"Nonetheless, employment is still 9.5 million below its pre-pandemic level for the economy as a whole.","HAWKISH:

The Federal Open Market Committee (FOMC) has decided to maintain its current monetary policy stance, which is characterized as hawkish. This decision is based on the continued economic recovery and the need to keep the economy on a sustainable growth path. The FOMC's decision to maintain its current policy stance is expected to provide support to the economy and help to keep inflation near its target.

DOVISH:

The Federal Open Market Committee (FOMC) has decided to ease its monetary policy stance, which is characterized as dovish. This decision is based on the continued economic recovery and the need to keep the economy on a sustainable growth path. The FOMC's decision to ease its policy stance is expected to provide support to the economy and help to keep inflation near its target.

NEUTRAL:

The Federal Open Market Committee (FOMC) has decided to maintain its current monetary policy stance, which is characterized as neutral. This decision is based on the continued economic recovery and the need to keep the economy on a sustainable growth path. The FOMC's decision to maintain its current policy stance is expected to provide support to the economy and help to keep inflation near its target."
1,The shifting balance of domestic demand and potential supply in each country means that policies affecting domestic demand will need to be re-calibrated to preserve price stability and keep economies operating at high levels of reserve utilization.,"HAWKISH: The shifting balance of domestic demand and potential supply in each country means that policies affecting domestic demand will need to be re-calibrated to preserve price stability and keep economies operating at high levels of reserve utilization.

DOVISH: The shifting balance of domestic demand and potential supply in each country means that policies affecting domestic demand will need to be re-calibrated to preserve price stability and keep economies operating at high levels of reserve utilization.

NEUTRAL: The shifting balance of domestic demand and potential supply in each country means that policies affecting domestic demand will need to be re-calibrated to preserve price stability and keep economies operating at high levels of reserve utilization."
2,"By 2009, the forecasts for both the headline and core PCE price indexes showed inflation receding from its 2008 level, in line with the previous forecasts.","The FOMC's September meeting was a dovish one, with the committee saying it would continue to monitor the economic outlook and adjust policy as needed. The committee said it would continue to monitor inflation and employment trends, and would likely adjust policy as needed to support the economy.

The committee said it would continue to monitor inflation and employment trends, and would likely adjust policy as needed to support the economy. The committee said it would continue to monitor inflation and employment trends, and would likely adjust policy as needed to support the economy. The committee said it would continue to monitor inflation and employment trends, and would likely adjust policy as needed to support the economy."
2,"In Japan, private consumption rebounded strongly, and private investment and net exports continued to boost growth.","HAWKISH:
Private consumption rebounded strongly in Japan, and private investment and net exports continued to boost growth.

DOVISH:
Private consumption rebounded strongly in Japan, and private investment and net exports continued to boost growth.

NEUTRAL:
Private consumption rebounded strongly in Japan, and private investment and net exports continued to boost growth."
2,"What we really mean is that we would look at—we know that inflation will move around on both sides of the target, and what we say is that we would be equally concerned with inflation persistently above as persistently below the target.","HAWKISH:

The Federal Open Market Committee (FOMC) is a committee of the United States Federal Reserve System that sets monetary policy for the United States. The FOMC's decisions are guided by the Federal Reserve Act, which states that the FOMC should aim to achieve ""maximum employment, stable prices, and moderate long-term interest rates.""

The FOMC's decisions are made by a vote of the committee's seven members, who are appointed by the President of the United States and confirmed by the Senate. The FOMC's decisions are announced in the form of a press release, which is released at the end of each meeting.

The FOMC's decisions are intended to influence the economy by influencing the supply of money and credit in the economy. The FOMC's decisions are intended to influence the economy by influencing the supply of money and credit in the economy.

DOVISH:

The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central bank in the United States. The Federal Reserve System is a central"
2,"Staff Economic Outlook In the forecast prepared for the March FOMC meeting, the staff's outlook for real economic activity was broadly similar to that at the time of the January meeting.",The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting. The staff's outlook for real economic activity was broadly similar to that at the time of the January meeting.
2,"market-based measures of inflation compensation over the next five years, as well as over the five-year period beginning five years ahead, moved down further over the intermeeting period.",HAWKISH
2,"Moreover, the outlook for foreign economic activity also appeared a bit weaker.",The sentence is classified as 'HAWKISH' because it is corresponding to tightening of the monetary policy.
0,"In contrast, the dollar appreciated against the AFE currencies, reflecting continued divergence in monetary policy expectations for the United States and AFEs as well as political uncertainty in Europe.","HAWKISH: The FOMC's decision to raise interest rates is a hawkish signal, indicating that the Fed is likely to tighten monetary policy in the near future. The Fed's decision to raise rates is a response to the recent economic slowdown and the rising risks of a recession. The Fed's decision to raise rates is a clear signal that the Fed is concerned about the economic slowdown and is taking action to prevent a recession from occurring.

DOVISH: The FOMC's decision to ease monetary policy is a dovish signal, indicating that the Fed is likely to ease monetary policy in the near future. The Fed's decision to ease monetary policy is a response to the recent economic recovery and the low inflation rate. The Fed's decision to ease monetary policy is a clear signal that the Fed is concerned about the economic recovery and is taking action to ensure that inflation remains low.

NEUTRAL: The FOMC's decision to raise interest rates is a neutral signal, indicating that the Fed is likely to maintain its current stance of monetary policy. The Fed's decision to raise rates is a response to the recent economic slowdown and the rising risks of a recession. The Fed's decision to raise rates is a clear signal that the Fed is concerned about the economic slowdown and is taking action to prevent a recession from occurring."
